"Dist Code","Year","State Code","State Name","Dist Name","JANUARY ACTUAL (Millimeters)","FEBRUARY ACTUAL (Millimeters)","MARCH ACTUAL (Millimeters)","APRIL ACTUAL (Millimeters)","MAY ACTUAL (Millimeters)","JUNE ACTUAL (Millimeters)","JULY ACTUAL (Millimeters)","AUGUST ACTUAL (Millimeters)","SEPTEMBER ACTUAL (Millimeters)","OCTOBER ACTUAL (Millimeters)","NOVEMBER ACTUAL (Millimeters)","DECEMBER ACTUAL (Millimeters)"
"1006","2001","3","Gujarat","Porbandar","5.74","4.03","3.0","2.32","12.99","156.73","122.86","103.38","77.35","48.93","13.83","7.96"
"1006","2002","3","Gujarat","Porbandar","5.24","3.74","2.81","2.2","1.77","106.24","19.94","122.53","45.05","15.14","8.65","10.93"
"1006","2003","3","Gujarat","Porbandar","3.86","3.08","2.22","1.78","1.47","97.26","120.08","117.98","89.57","52.44","17.44","9.36"
"1006","2004","3","Gujarat","Porbandar","7.62","4.16","3.08","2.38","3.01","131.42","120.62","123.21","90.07","89.18","25.67","11.83"
"1006","2005","3","Gujarat","Porbandar","7.11","4.78","3.45","2.62","2.16","75.95","129.66","114.42","129.02","85.4","38.45","15.29"
"1006","2006","3","Gujarat","Porbandar","8.46","5.5","30.56","2.91","2.27","69.32","126.34","119.98","106.0","79.14","26.6","11.8"
"1006","2007","3","Gujarat","Porbandar","7.08","6.34","10.61","2.63","2.09","150.63","126.19","118.61","131.14","83.85","36.76","14.76"
"1006","2008","3","Gujarat","Porbandar","8.35","5.53","3.82","2.86","2.23","145.08","120.22","113.26","130.82","88.49","40.34","21.52"
"1006","2009","3","Gujarat","Porbandar","8.54","5.55","4.39","2.93","2.28","153.23","125.14","121.42","89.91","54.41","33.19","9.41"
"1006","2010","3","Gujarat","Porbandar","6.12","4.34","3.09","2.38","1.9","91.13","120.64","115.89","129.36","93.8","89.59","27.3"
"1006","2011","3","Gujarat","Porbandar","12.45","8.03","4.93","3.56","2.69","160.24","126.25","124.02","114.41","77.62","26.96","12.07"
"1006","2012","3","Gujarat","Porbandar","7.19","4.83","3.49","2.65","2.09","27.53","58.45","58.23","125.24","13.76","6.35","9.7"
"1006","2013","3","Gujarat","Porbandar","3.31","2.12","11.37","1.33","1.11","134.13","123.77","116.02","112.04","78.4","32.74","14.39"
"1006","2014","3","Gujarat","Porbandar","7.88","5.08","4.55","2.7","2.12","34.89","122.46","115.24","130.15","99.62","55.2","20.25"
"1006","2015","3","Gujarat","Porbandar","11.48","6.35","11.85","3.21","2.5","151.39","135.72","82.56","102.56","36.38","16.86","8.19"
"2001","1958","3","Gujarat","Tapi","27.84","13.18","13.59","6.12","5.73","149.08","124.73","113.62","123.76","112.38","69.98","38.98"
"2001","1959","3","Gujarat","Tapi","27.44","13.19","8.0","5.68","9.25","165.2","125.36","117.24","122.77","128.96","70.22","50.06"
"2001","1960","3","Gujarat","Tapi","35.4","16.13","9.31","6.34","30.42","156.08","125.99","117.68","123.44","92.21","51.95","27.77"
"2001","1961","3","Gujarat","Tapi","14.12","8.41","5.63","4.55","16.93","99.57","121.29","116.99","123.23","105.19","57.56","38.32"
"2001","1962","3","Gujarat","Tapi","20.8","10.99","27.16","9.08","27.79","48.98","123.36","116.41","122.47","88.88","47.98","38.49"
"2001","1963","3","Gujarat","Tapi","19.17","8.84","9.01","4.5","4.07","143.82","126.77","115.93","125.22","97.23","63.55","37.55"
"2001","1964","3","Gujarat","Tapi","20.09","10.77","7.15","4.91","8.98","119.87","123.64","116.3","121.25","85.18","52.65","29.12"
"2001","1965","3","Gujarat","Tapi","18.28","8.26","6.71","4.58","3.93","171.02","125.39","116.08","92.04","69.62","34.21","17.55"
"2001","1966","3","Gujarat","Tapi","8.85","5.77","4.16","3.52","5.17","155.39","125.74","114.23","124.68","90.42","55.16","27.36"
"2001","1967","3","Gujarat","Tapi","12.6","7.73","7.54","5.24","3.5","163.59","124.14","116.16","121.8","85.76","47.86","37.24"
"2001","1968","3","Gujarat","Tapi","17.48","9.74","9.46","4.67","3.36","64.77","124.69","117.75","122.43","95.94","52.15","33.31"
"2001","1969","3","Gujarat","Tapi","23.19","11.81","7.35","5.07","3.72","128.45","122.84","113.7","120.97","80.45","48.66","29.13"
"2001","1970","3","Gujarat","Tapi","17.53","9.76","12.65","5.29","19.52","156.92","123.0","113.33","120.22","86.44","47.23","30.92"
"2001","1971","3","Gujarat","Tapi","20.87","11.03","6.98","4.94","36.36","142.51","126.39","115.79","121.3","91.25","45.97","34.39"
"2001","1972","3","Gujarat","Tapi","18.31","10.11","6.53","4.68","10.77","67.42","127.58","119.78","94.5","68.53","37.65","17.79"
"2001","1973","3","Gujarat","Tapi","12.01","6.37","4.48","3.35","7.09","98.69","124.02","116.58","119.5","88.33","47.02","32.13"
"2001","1974","3","Gujarat","Tapi","17.54","9.8","6.37","4.52","38.22","25.84","125.25","116.33","118.83","90.36","45.41","32.31"
"2001","1975","3","Gujarat","Tapi","19.54","10.33","6.56","4.58","4.2","148.28","123.32","115.28","121.32","137.25","65.7","44.13"
"2001","1976","3","Gujarat","Tapi","39.86","19.98","10.92","6.85","4.86","168.03","125.17","117.1","122.47","84.31","74.19","32.99"
"2001","1977","3","Gujarat","Tapi","24.2","11.16","14.38","6.8","16.95","145.04","123.34","115.9","122.81","82.92","54.69","29.88"
"2001","1978","3","Gujarat","Tapi","18.37","10.04","8.62","8.83","4.53","157.25","123.17","117.21","116.58","98.6","70.98","38.66"
"2001","1979","3","Gujarat","Tapi","21.64","10.69","7.29","4.72","4.76","109.19","126.0","116.86","124.0","92.61","93.82","39.99"
"2001","1980","3","Gujarat","Tapi","26.97","13.09","10.01","5.42","4.25","159.34","126.34","115.51","96.39","70.08","35.23","33.86"
"2001","1981","3","Gujarat","Tapi","11.72","6.07","4.42","3.52","3.38","178.85","125.49","117.0","121.96","117.91","65.16","42.42"
"2001","1982","3","Gujarat","Tapi","29.84","13.89","8.31","5.9","30.62","47.47","126.58","118.8","108.39","81.82","67.56","27.45"
"2001","1983","3","Gujarat","Tapi","14.19","8.35","5.6","4.72","3.08","167.88","127.01","116.19","121.15","124.08","63.31","45.26"
"2001","1984","3","Gujarat","Tapi","32.56","15.62","9.04","5.99","4.28","160.88","124.14","118.37","123.66","98.53","54.72","34.0"
"2001","1985","3","Gujarat","Tapi","20.65","10.79","6.88","6.4","15.4","45.24","127.21","118.82","111.87","119.23","59.01","37.65"
"2001","1986","3","Gujarat","Tapi","23.95","12.04","7.42","5.18","7.31","171.14","130.82","118.77","102.92","75.83","38.47","19.29"
"2001","1987","3","Gujarat","Tapi","11.6","6.07","5.36","3.27","9.84","87.94","133.83","122.95","92.77","80.26","37.87","28.94"
"2001","1988","3","Gujarat","Tapi","9.16","6.02","4.31","5.39","4.2","154.46","126.34","120.32","122.69","107.73","58.31","36.56"
"2001","1989","3","Gujarat","Tapi","24.32","11.0","13.54","5.03","6.52","166.85","126.66","115.14","122.83","84.92","48.13","29.24"
"2001","1990","3","Gujarat","Tapi","15.21","8.85","5.86","4.21","35.38","110.05","129.62","115.02","124.23","96.76","58.29","39.44"
"2001","1991","3","Gujarat","Tapi","20.74","10.97","7.39","5.72","5.39","107.87","119.48","115.76","97.05","68.23","35.19","17.98"
"2001","1992","3","Gujarat","Tapi","10.45","6.24","4.43","3.41","6.22","68.79","128.07","115.13","125.02","94.92","54.06","28.41"
"2001","1993","3","Gujarat","Tapi","16.26","9.25","7.15","4.34","4.12","91.63","126.96","119.8","126.03","103.3","63.96","38.3"
"2001","1994","3","Gujarat","Tapi","25.97","10.82","6.88","6.46","6.89","158.66","124.23","117.61","124.1","95.18","52.83","27.3"
"2001","1995","3","Gujarat","Tapi","16.65","8.41","8.86","4.77","6.76","56.91","127.36","123.4","124.79","101.38","57.51","31.2"
"2001","1996","3","Gujarat","Tapi","16.56","8.42","6.88","4.35","5.39","118.44","125.85","118.18","124.4","120.41","62.74","43.71"
"2001","1997","3","Gujarat","Tapi","33.83","13.92","8.31","7.97","8.79","152.56","127.49","118.47","123.36","87.34","57.33","35.67"
"2001","1998","3","Gujarat","Tapi","16.46","9.15","7.32","4.41","5.44","125.36","124.02","116.19","121.69","117.7","65.02","42.59"
"2001","1999","3","Gujarat","Tapi","28.58","13.89","8.28","5.58","10.34","158.48","123.35","110.68","122.86","123.3","63.82","45.59"
"2001","2000","3","Gujarat","Tapi","34.15","16.56","9.42","6.18","9.78","163.51","120.97","116.21","102.04","80.14","38.65","23.12"
"2001","2001","3","Gujarat","Tapi","11.92","7.04","5.66","5.12","20.13","166.21","122.71","113.98","93.89","95.27","45.29","25.89"
"2001","2002","3","Gujarat","Tapi","13.73","8.14","8.15","5.56","3.81","159.94","96.6","113.67","120.68","78.79","43.84","25.66"
"2001","2003","3","Gujarat","Tapi","14.32","8.45","5.63","4.06","3.98","147.18","124.16","117.95","121.4","86.23","48.89","28.92"
"2001","2004","3","Gujarat","Tapi","16.74","9.0","6.06","4.26","14.77","158.83","120.16","112.03","121.36","91.78","54.19","33.88"
"2001","2005","3","Gujarat","Tapi","22.98","11.34","10.23","5.57","5.41","155.27","119.89","109.22","117.64","80.98","46.09","29.38"
"2001","2006","3","Gujarat","Tapi","20.86","11.02","28.59","4.85","15.98","138.04","118.94","110.82","118.0","92.71","54.24","35.15"
"2001","2007","3","Gujarat","Tapi","24.78","12.46","7.65","6.23","10.82","143.67","119.82","111.46","119.5","80.46","47.77","28.24"
"2001","2008","3","Gujarat","Tapi","15.75","9.08","7.28","5.14","3.35","106.75","118.45","113.67","117.75","82.72","50.74","30.77"
"2001","2009","3","Gujarat","Tapi","16.8","9.48","8.62","4.42","12.21","94.87","119.83","115.71","124.82","95.05","73.74","40.75"
"2001","2010","3","Gujarat","Tapi","31.03","15.95","10.29","6.02","5.14","141.37","119.68","113.44","124.75","100.16","73.65","37.66"
"2001","2011","3","Gujarat","Tapi","29.41","15.39","9.02","6.73","5.0","162.56","118.62","112.86","122.38","89.59","52.07","30.19"
"2001","2012","3","Gujarat","Tapi","17.55","9.73","6.34","4.95","7.36","56.31","125.24","117.13","121.25","90.67","48.81","31.78"
"2001","2013","3","Gujarat","Tapi","21.23","10.97","9.98","6.54","5.29","151.96","116.05","113.2","120.76","119.91","64.2","42.94"
"2001","2014","3","Gujarat","Tapi","36.23","15.63","11.85","7.69","6.9","23.69","121.07","113.77","120.89","95.17","53.32","36.83"
"2001","2015","3","Gujarat","Tapi","27.59","11.46","27.16","9.42","8.73","159.64","130.38","116.0","120.91","87.81","52.83","31.02"
"2050","1958","3","Gujarat","Aravalli","35.05","26.57","13.99","9.35","6.26","56.91","130.31","116.59","130.57","101.94","59.28","38.32"
"2050","1959","3","Gujarat","Aravalli","36.55","25.65","13.58","11.65","6.23","49.91","129.1","117.42","128.43","101.7","55.44","40.91"
"2050","1960","3","Gujarat","Aravalli","36.35","22.18","12.02","7.78","7.66","107.11","132.74","117.77","102.98","44.44","17.26","10.36"
"2050","1961","3","Gujarat","Aravalli","6.93","7.12","3.67","2.88","3.42","74.18","124.07","118.03","129.11","82.05","46.79","38.46"
"2050","1962","3","Gujarat","Aravalli","25.73","17.34","42.56","7.85","7.15","31.74","128.5","117.19","127.92","80.24","45.25","31.53"
"2050","1963","3","Gujarat","Aravalli","32.51","16.01","21.55","8.03","5.74","49.27","133.69","118.42","132.5","100.08","56.79","46.26"
"2050","1964","3","Gujarat","Aravalli","31.25","17.17","10.11","6.7","7.8","38.42","132.06","118.89","130.4","83.48","55.56","34.21"
"2050","1965","3","Gujarat","Aravalli","31.5","11.94","19.91","6.86","4.48","6.26","134.45","118.65","97.29","77.31","37.53","19.22"
"2050","1966","3","Gujarat","Aravalli","11.87","7.15","5.34","3.83","7.42","64.37","135.89","79.52","133.87","87.09","54.06","31.69"
"2050","1967","3","Gujarat","Aravalli","16.8","9.96","31.74","4.83","3.63","98.94","128.13","117.0","128.07","77.44","39.85","37.47"
"2050","1968","3","Gujarat","Aravalli","27.16","21.05","25.54","7.46","5.26","10.79","130.91","118.06","86.97","49.69","21.45","12.37"
"2050","1969","3","Gujarat","Aravalli","7.91","5.71","4.1","3.17","2.54","59.38","130.87","106.94","125.62","53.17","27.84","15.96"
"2050","1970","3","Gujarat","Aravalli","10.64","7.1","6.93","4.96","7.14","150.81","129.0","112.62","125.22","79.47","40.05","28.42"
"2050","1971","3","Gujarat","Aravalli","29.74","25.69","14.28","8.8","9.75","124.52","126.46","116.28","123.39","72.45","33.43","34.21"
"2050","1972","3","Gujarat","Aravalli","19.58","12.91","7.55","5.33","4.58","35.62","133.56","119.17","69.06","31.49","15.4","9.21"
"2050","1973","3","Gujarat","Aravalli","14.01","5.34","3.48","2.74","4.38","86.73","124.82","117.65","124.98","77.19","41.14","39.25"
"2050","1974","3","Gujarat","Aravalli","26.36","19.36","10.92","7.41","35.88","25.52","113.15","71.16","73.64","33.73","1.47","3.56"
"2050","1975","3","Gujarat","Aravalli","1.26","0.97","0.95","0.75","0.79","119.69","128.61","117.16","131.27","110.32","51.62","35.47"
"2050","1976","3","Gujarat","Aravalli","36.7","23.2","13.55","7.91","5.52","125.14","133.88","119.96","129.02","83.83","58.19","33.86"
"2050","1977","3","Gujarat","Aravalli","34.28","16.52","9.87","9.09","21.76","129.9","130.79","119.14","132.93","79.32","47.58","28.35"
"2050","1978","3","Gujarat","Aravalli","26.62","20.8","10.77","11.79","4.91","87.72","127.08","117.78","97.0","77.51","48.28","27.1"
"2050","1979","3","Gujarat","Aravalli","14.74","11.13","6.21","4.8","4.85","53.62","122.95","116.17","96.73","67.1","50.4","14.0"
"2050","1980","3","Gujarat","Aravalli","9.12","6.6","4.36","3.35","2.69","179.36","132.02","118.03","93.52","66.11","29.33","22.55"
"2050","1981","3","Gujarat","Aravalli","11.1","6.26","16.86","3.63","6.46","47.43","136.64","118.3","126.13","90.47","55.63","41.16"
"2050","1982","3","Gujarat","Aravalli","34.06","20.17","13.06","10.04","23.42","21.96","134.51","119.14","81.82","60.78","53.43","15.2"
"2050","1983","3","Gujarat","Aravalli","10.33","6.26","4.56","5.0","4.28","56.32","132.81","118.8","127.06","92.99","48.34","38.62"
"2050","1984","3","Gujarat","Aravalli","33.09","20.78","11.48","7.44","5.25","21.44","132.76","119.04","118.38","75.98","43.33","30.74"
"2050","1985","3","Gujarat","Aravalli","21.72","12.18","9.22","7.48","6.77","16.14","139.24","119.45","88.36","77.8","26.07","15.59"
"2050","1986","3","Gujarat","Aravalli","9.64","6.55","4.69","3.51","8.42","136.3","137.62","119.7","41.7","15.15","8.07","5.52"
"2050","1987","3","Gujarat","Aravalli","5.42","3.77","9.0","2.01","6.4","34.13","69.59","126.82","10.42","9.93","3.87","8.6"
"2050","1988","3","Gujarat","Aravalli","3.17","1.71","1.88","5.83","1.21","47.43","133.45","123.95","132.0","90.06","45.35","34.94"
"2050","1989","3","Gujarat","Aravalli","26.76","14.46","16.7","6.04","5.1","64.44","135.85","118.08","100.18","71.17","38.72","22.4"
"2050","1990","3","Gujarat","Aravalli","13.36","10.01","5.77","4.26","17.02","33.83","135.9","117.75","131.31","82.67","52.64","37.5"
"2050","1991","3","Gujarat","Aravalli","26.31","16.91","10.1","6.58","4.79","32.53","128.5","111.52","91.65","63.56","37.29","19.18"
"2050","1992","3","Gujarat","Aravalli","12.51","7.44","5.31","3.9","4.47","22.31","137.36","117.48","131.4","89.53","53.1","32.55"
"2050","1993","3","Gujarat","Aravalli","23.64","14.35","9.27","5.96","5.08","41.4","135.54","108.54","135.88","85.98","54.19","36.24"
"2050","1994","3","Gujarat","Aravalli","34.81","14.3","8.72","6.75","4.81","86.82","130.3","117.95","130.62","86.69","53.5","30.34"
"2050","1995","3","Gujarat","Aravalli","25.35","12.36","19.23","6.43","5.39","23.17","134.93","119.9","123.08","85.57","44.18","24.07"
"2050","1996","3","Gujarat","Aravalli","14.13","7.77","7.64","4.4","4.98","85.87","136.27","120.1","131.3","97.44","49.25","38.17"
"2050","1997","3","Gujarat","Aravalli","38.3","19.29","11.41","11.57","12.25","106.06","132.3","122.92","129.17","77.35","48.37","34.23"
"2050","1998","3","Gujarat","Aravalli","19.18","11.55","9.6","6.26","4.68","82.23","130.17","122.24","133.26","95.42","50.78","37.44"
"2050","1999","3","Gujarat","Aravalli","30.69","20.2","10.74","7.05","7.24","114.94","135.27","85.95","110.45","87.22","28.95","16.2"
"2050","2000","3","Gujarat","Aravalli","9.74","6.67","4.73","3.7","5.44","51.23","127.92","111.98","87.0","66.56","30.01","16.33"
"2050","2001","3","Gujarat","Aravalli","10.13","6.54","6.16","7.46","20.75","161.17","126.86","116.53","77.25","71.36","31.63","16.82"
"2050","2002","3","Gujarat","Aravalli","10.02","7.16","6.84","4.96","3.01","93.52","55.7","111.72","110.14","1.8","2.46","1.34"
"2050","2003","3","Gujarat","Aravalli","1.4","4.62","0.89","0.73","1.06","61.59","129.25","120.01","117.31","77.06","42.62","29.9"
"2050","2004","3","Gujarat","Aravalli","21.49","12.18","7.77","5.52","10.29","73.12","128.11","119.41","89.23","69.01","36.01","22.62"
"2050","2005","3","Gujarat","Aravalli","16.93","10.0","8.6","5.64","4.52","137.79","133.41","118.91","129.96","80.19","40.83","31.89"
"2050","2006","3","Gujarat","Aravalli","26.1","18.35","44.46","7.0","7.9","85.57","131.83","118.3","128.13","80.29","42.76","34.27"
"2050","2007","3","Gujarat","Aravalli","26.92","18.31","13.36","7.71","8.69","65.95","130.75","117.52","129.01","76.72","45.42","32.88"
"2050","2008","3","Gujarat","Aravalli","26.68","17.06","10.42","10.16","7.32","61.77","128.66","116.16","126.85","76.5","50.8","33.51"
"2050","2009","3","Gujarat","Aravalli","25.39","15.59","11.71","6.41","7.99","23.84","129.0","119.08","99.94","73.36","35.25","21.86"
"2050","2010","3","Gujarat","Aravalli","15.99","9.38","6.26","4.95","3.76","51.78","127.89","114.56","129.32","85.13","57.1","32.91"
"2050","2011","3","Gujarat","Aravalli","28.31","21.02","11.51","7.45","5.88","19.39","124.25","116.15","130.13","80.51","46.1","32.3"
"2050","2012","3","Gujarat","Aravalli","24.55","16.56","9.74","8.64","7.32","29.61","128.54","117.34","126.13","76.93","41.34","33.52"
"2050","2013","3","Gujarat","Aravalli","27.01","19.25","15.13","9.78","5.76","100.69","123.85","116.59","131.94","102.35","54.11","36.74"
"2050","2014","3","Gujarat","Aravalli","47.12","25.3","14.75","13.64","7.31","8.06","131.15","116.15","125.91","83.69","43.12","33.71"
"2050","2015","3","Gujarat","Aravalli","34.1","21.16","18.69","17.32","7.91","101.54","135.23","107.73","122.53","78.46","41.77","25.01"
"2051","1958","3","Gujarat","Botad","10.99","6.09","4.14","3.02","2.31","46.92","147.45","127.92","140.79","107.0","54.84","20.3"
"2051","1959","3","Gujarat","Botad","10.03","6.09","4.14","3.14","2.8","55.53","147.97","126.02","135.79","105.17","48.29","18.25"
"2051","1960","3","Gujarat","Botad","9.64","5.75","3.95","2.94","3.3","102.06","147.16","48.57","98.4","4.18","1.1","1.04"
"2051","1961","3","Gujarat","Botad","0.79","1.13","0.6","0.53","1.72","57.42","140.66","122.41","134.91","88.41","27.66","11.93"
"2051","1962","3","Gujarat","Botad","6.94","4.6","54.58","2.85","3.31","24.97","145.46","93.13","131.79","3.97","14.53","3.91"
"2051","1963","3","Gujarat","Botad","3.97","1.4","30.5","1.15","1.78","21.32","147.64","136.46","138.04","77.14","43.35","8.76"
"2051","1964","3","Gujarat","Botad","5.51","3.83","2.82","2.17","7.63","75.18","143.57","134.39","129.61","78.05","21.39","10.22"
"2051","1965","3","Gujarat","Botad","9.22","4.2","3.13","2.42","2.8","2.36","148.22","127.17","117.45","74.74","20.1","9.33"
"2051","1966","3","Gujarat","Botad","6.07","3.95","2.9","2.28","2.37","60.92","143.73","56.53","136.94","22.97","10.64","6.37"
"2051","1967","3","Gujarat","Botad","4.29","3.1","8.73","2.17","1.51","75.24","144.6","113.38","97.3","36.4","13.7","15.96"
"2051","1968","3","Gujarat","Botad","5.96","3.65","4.72","2.04","1.63","14.29","145.94","139.32","91.29","26.3","9.61","5.83"
"2051","1969","3","Gujarat","Botad","4.0","2.93","2.24","1.78","1.45","58.77","142.09","52.37","109.86","1.23","3.35","3.46"
"2051","1970","3","Gujarat","Botad","0.8","0.72","15.91","0.56","5.89","134.41","145.02","127.01","132.62","89.19","41.26","17.56"
"2051","1971","3","Gujarat","Botad","9.16","5.7","3.92","2.9","6.64","107.37","139.88","118.53","126.27","19.99","8.83","5.47"
"2051","1972","3","Gujarat","Botad","3.77","2.95","2.14","1.71","1.95","32.44","143.47","83.04","9.69","0.79","0.66","0.57"
"2051","1973","3","Gujarat","Botad","2.59","0.54","0.42","0.37","4.29","62.11","143.73","123.1","132.75","68.31","20.07","9.79"
"2051","1974","3","Gujarat","Botad","5.97","4.08","2.97","2.29","16.85","16.45","76.5","35.6","62.25","20.88","0.66","2.31"
"2051","1975","3","Gujarat","Botad","0.64","0.46","0.42","0.37","0.4","65.02","81.14","126.74","131.39","94.81","19.88","9.68"
"2051","1976","3","Gujarat","Botad","7.25","4.04","13.19","2.26","1.79","159.18","145.39","131.87","121.3","43.56","51.39","7.96"
"2051","1977","3","Gujarat","Botad","7.49","3.58","2.67","2.46","8.27","90.0","141.37","120.59","136.82","84.1","33.16","12.51"
"2051","1978","3","Gujarat","Botad","7.17","4.8","3.37","3.49","1.98","149.51","125.56","134.41","38.33","14.21","17.68","7.84"
"2051","1979","3","Gujarat","Botad","2.57","2.56","1.61","1.52","1.73","122.81","58.44","136.12","101.8","53.25","81.94","9.41"
"2051","1980","3","Gujarat","Botad","7.26","4.01","2.92","2.49","2.08","169.03","144.88","127.79","85.05","26.86","13.2","14.4"
"2051","1981","3","Gujarat","Botad","6.89","3.16","38.43","2.13","1.7","55.4","151.05","133.93","127.57","102.97","59.54","18.77"
"2051","1982","3","Gujarat","Botad","10.99","5.84","5.33","3.25","17.78","10.64","145.81","109.45","29.85","8.07","78.17","1.94"
"2051","1983","3","Gujarat","Botad","1.73","1.29","1.07","1.38","0.78","123.69","142.03","131.67","121.03","94.52","34.41","13.86"
"2051","1984","3","Gujarat","Botad","7.72","5.01","3.53","2.64","2.05","43.8","141.97","131.93","131.01","10.22","5.8","3.94"
"2051","1985","3","Gujarat","Botad","2.87","2.19","1.74","1.51","10.04","12.51","123.18","123.23","33.54","28.52","1.13","0.47"
"2051","1986","3","Gujarat","Botad","0.43","0.39","0.35","0.32","1.79","175.25","35.56","76.55","11.01","0.37","1.79","0.67"
"2051","1987","3","Gujarat","Botad","0.28","0.26","1.05","0.13","1.06","15.84","39.17","99.21","3.81","1.99","0.42","5.48"
"2051","1988","3","Gujarat","Botad","0.1","0.1","0.1","0.63","0.1","34.64","148.11","119.43","133.46","89.03","27.97","12.1"
"2051","1989","3","Gujarat","Botad","9.05","4.64","7.12","2.52","2.03","93.75","146.88","126.17","56.87","12.65","6.76","4.5"
"2051","1990","3","Gujarat","Botad","3.24","2.65","1.92","1.55","11.09","25.88","112.98","131.17","122.79","79.9","30.13","18.29"
"2051","1991","3","Gujarat","Botad","7.2","4.74","3.55","2.57","2.09","13.82","137.91","90.34","33.72","10.5","6.45","5.69"
"2051","1992","3","Gujarat","Botad","5.82","2.35","1.85","1.5","1.35","22.07","150.49","120.08","134.89","89.0","27.87","12.03"
"2051","1993","3","Gujarat","Botad","7.28","4.69","4.31","2.51","2.01","19.73","151.96","94.78","119.03","32.28","19.44","5.86"
"2051","1994","3","Gujarat","Botad","7.87","2.88","2.21","1.86","1.65","51.5","145.57","132.93","137.55","89.83","29.4","12.34"
"2051","1995","3","Gujarat","Botad","7.62","4.69","8.2","2.65","2.11","8.53","146.04","60.79","79.31","8.58","7.23","3.81"
"2051","1996","3","Gujarat","Botad","2.8","1.74","2.16","1.19","1.74","86.22","146.26","118.26","105.22","71.22","14.63","7.99"
"2051","1997","3","Gujarat","Botad","8.37","3.62","4.59","2.86","4.35","91.1","139.53","133.01","131.58","43.85","18.28","8.69"
"2051","1998","3","Gujarat","Botad","4.99","3.63","5.05","2.04","1.74","81.26","144.73","131.26","133.34","105.9","47.62","18.05"
"2051","1999","3","Gujarat","Botad","9.2","5.84","3.94","2.89","3.15","110.26","141.94","29.06","48.85","52.98","1.4","1.15"
"2051","2000","3","Gujarat","Botad","0.97","0.83","0.71","0.63","1.46","58.36","140.06","117.5","77.81","24.49","10.47","6.78"
"2051","2001","3","Gujarat","Botad","4.25","3.08","3.1","2.35","17.33","144.76","135.17","95.34","17.69","26.52","3.98","2.83"
"2051","2002","3","Gujarat","Botad","2.17","1.75","2.43","1.23","1.0","85.0","30.91","121.91","40.85","0.72","0.88","1.3"
"2051","2003","3","Gujarat","Botad","0.52","0.94","0.37","0.34","0.36","51.59","131.99","125.95","96.42","52.83","16.59","8.75"
"2051","2004","3","Gujarat","Botad","7.26","3.83","2.82","2.18","5.51","84.8","129.63","127.69","97.99","72.68","17.67","8.95"
"2051","2005","3","Gujarat","Botad","5.74","3.88","4.11","2.22","1.82","117.01","141.33","125.24","132.05","80.25","33.17","14.8"
"2051","2006","3","Gujarat","Botad","8.08","5.18","54.91","2.69","2.46","76.34","134.27","125.53","123.41","82.51","35.94","15.78"
"2051","2007","3","Gujarat","Botad","8.43","5.51","7.92","2.79","3.02","82.58","135.4","122.07","125.41","81.98","32.7","14.12"
"2051","2008","3","Gujarat","Botad","7.86","5.06","3.55","3.12","2.06","44.45","135.08","120.32","126.39","82.05","33.55","15.19"
"2051","2009","3","Gujarat","Botad","7.57","4.93","4.83","2.61","2.29","59.78","131.4","114.1","90.91","37.16","26.27","7.59"
"2051","2010","3","Gujarat","Botad","5.1","3.44","2.56","2.0","1.66","49.28","126.47","116.05","124.46","86.7","68.92","24.22"
"2051","2011","3","Gujarat","Botad","11.68","6.85","4.53","3.27","2.46","74.67","131.22","122.99","121.09","78.19","26.54","11.74"
"2051","2012","3","Gujarat","Botad","6.86","4.57","3.27","2.65","2.1","21.41","57.7","97.26","125.55","68.06","19.5","10.46"
"2051","2013","3","Gujarat","Botad","6.17","4.08","11.34","2.58","1.86","92.22","127.58","110.99","134.09","97.7","49.95","21.86"
"2051","2014","3","Gujarat","Botad","12.34","6.55","4.9","3.74","2.46","14.76","137.59","122.99","125.5","89.17","41.83","18.2"
"2051","2015","3","Gujarat","Botad","12.06","5.74","16.75","4.32","3.38","120.17","148.16","35.03","112.31","8.16","8.52","3.38"
"2052","1958","3","Gujarat","Chhota Udaipur","30.44","16.77","14.2","6.29","5.2","115.61","126.59","113.33","125.64","113.64","67.5","40.83"
"2052","1959","3","Gujarat","Chhota Udaipur","30.62","16.66","9.5","6.34","6.21","95.48","125.8","116.72","123.85","120.78","63.89","46.78"
"2052","1960","3","Gujarat","Chhota Udaipur","34.24","17.09","10.3","6.41","18.74","170.15","126.75","116.58","124.35","91.44","53.74","27.12"
"2052","1961","3","Gujarat","Chhota Udaipur","15.79","9.14","6.05","4.35","8.38","66.47","120.88","116.57","125.26","93.97","52.95","36.4"
"2052","1962","3","Gujarat","Chhota Udaipur","19.21","10.68","39.76","5.11","12.52","47.25","123.53","117.29","122.51","90.89","47.87","31.72"
"2052","1963","3","Gujarat","Chhota Udaipur","19.36","9.34","16.43","4.51","4.69","52.95","128.86","116.33","125.65","101.31","56.87","41.82"
"2052","1964","3","Gujarat","Chhota Udaipur","22.86","12.03","8.45","5.19","7.03","79.34","125.03","115.28","121.92","82.35","53.58","28.39"
"2052","1965","3","Gujarat","Chhota Udaipur","18.32","8.8","6.76","4.29","3.8","87.58","127.32","115.43","92.66","75.52","32.58","16.45"
"2052","1966","3","Gujarat","Chhota Udaipur","9.33","6.0","4.81","3.28","4.98","71.32","127.76","103.27","125.3","90.36","53.39","26.84"
